UTC Datetime,Local Datetime,countlineName,direction,Pedestrian
2023-10-04 20:15:00,2023-10-04 21:15:00,S1_ParkRow_path_RHS_uob001,out,5
2023-10-04 20:30:00,2023-10-04 21:30:00,S1_ParkRow_path_RHS_uob001,in,1
2023-10-04 20:30:00,2023-10-04 21:30:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-04 20:45:00,2023-10-04 21:45:00,S1_ParkRow_path_RHS_uob001,in,8
2023-10-04 20:45:00,2023-10-04 21:45:00,S1_ParkRow_path_RHS_uob001,out,6
2023-10-04 21:00:00,2023-10-04 22:00:00,S1_ParkRow_path_RHS_uob001,in,15
2023-10-04 21:00:00,2023-10-04 22:00:00,S1_ParkRow_path_RHS_uob001,out,7
2023-10-04 21:15:00,2023-10-04 22:15:00,S1_ParkRow_path_RHS_uob001,in,18
2023-10-04 21:15:00,2023-10-04 22:15:00,S1_ParkRow_path_RHS_uob001,out,5
2023-10-04 21:30:00,2023-10-04 22:30:00,S1_ParkRow_path_RHS_uob001,in,3
2023-10-04 21:30:00,2023-10-04 22:30:00,S1_ParkRow_path_RHS_uob001,out,1
2023-10-04 21:45:00,2023-10-04 22:45:00,S1_ParkRow_path_RHS_uob001,in,8
2023-10-04 21:45:00,2023-10-04 22:45:00,S1_ParkRow_path_RHS_uob001,out,4
2023-10-04 22:00:00,2023-10-04 23:00:00,S1_ParkRow_path_RHS_uob001,in,6
2023-10-04 22:00:00,2023-10-04 23:00:00,S1_ParkRow_path_RHS_uob001,out,3
2023-10-04 22:15:00,2023-10-04 23:15:00,S1_ParkRow_path_RHS_uob001,in,3
2023-10-04 22:15:00,2023-10-04 23:15:00,S1_ParkRow_path_RHS_uob001,out,2
2023-10-04 22:30:00,2023-10-04 23:30:00,S1_ParkRow_path_RHS_uob001,in,2
2023-10-04 22:30:00,2023-10-04 23:30:00,S1_ParkRow_path_RHS_uob001,out,1
2023-10-04 22:45:00,2023-10-04 23:45:00,S1_ParkRow_path_RHS_uob001,in,8
2023-10-04 22:45:00,2023-10-04 23:45:00,S1_ParkRow_path_RHS_uob001,out,5
2023-10-04 23:00:00,2023-10-05 00:00:00,S1_ParkRow_path_RHS_uob001,in,4
2023-10-04 23:00:00,2023-10-05 00:00:00,S1_ParkRow_path_RHS_uob001,out,4
2023-10-04 23:15:00,2023-10-05 00:15:00,S1_ParkRow_path_RHS_uob001,in,9
2023-10-04 23:15:00,2023-10-05 00:15:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-04 23:30:00,2023-10-05 00:30:00,S1_ParkRow_path_RHS_uob001,in,6
2023-10-04 23:30:00,2023-10-05 00:30:00,S1_ParkRow_path_RHS_uob001,out,2
2023-10-04 23:45:00,2023-10-05 00:45:00,S1_ParkRow_path_RHS_uob001,in,10
2023-10-04 23:45:00,2023-10-05 00:45:00,S1_ParkRow_path_RHS_uob001,out,1
2023-10-05 00:00:00,2023-10-05 01:00:00,S1_ParkRow_path_RHS_uob001,in,12
2023-10-05 00:00:00,2023-10-05 01:00:00,S1_ParkRow_path_RHS_uob001,out,4
2023-10-05 00:15:00,2023-10-05 01:15:00,S1_ParkRow_path_RHS_uob001,in,9
2023-10-05 00:15:00,2023-10-05 01:15:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-05 00:30:00,2023-10-05 01:30:00,S1_ParkRow_path_RHS_uob001,in,4
2023-10-05 00:30:00,2023-10-05 01:30:00,S1_ParkRow_path_RHS_uob001,out,1
2023-10-05 00:45:00,2023-10-05 01:45:00,S1_ParkRow_path_RHS_uob001,in,2
2023-10-05 00:45:00,2023-10-05 01:45:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-05 01:00:00,2023-10-05 02:00:00,S1_ParkRow_path_RHS_uob001,in,4
2023-10-05 01:00:00,2023-10-05 02:00:00,S1_ParkRow_path_RHS_uob001,out,2
2023-10-05 01:15:00,2023-10-05 02:15:00,S1_ParkRow_path_RHS_uob001,in,5
2023-10-05 01:15:00,2023-10-05 02:15:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-05 01:30:00,2023-10-05 02:30:00,S1_ParkRow_path_RHS_uob001,in,6
2023-10-05 01:30:00,2023-10-05 02:30:00,S1_ParkRow_path_RHS_uob001,out,1
2023-10-05 01:45:00,2023-10-05 02:45:00,S1_ParkRow_path_RHS_uob001,in,1
2023-10-05 01:45:00,2023-10-05 02:45:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-05 02:00:00,2023-10-05 03:00:00,S1_ParkRow_path_RHS_uob001,in,3
2023-10-05 02:00:00,2023-10-05 03:00:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-05 02:15:00,2023-10-05 03:15:00,S1_ParkRow_path_RHS_uob001,in,5
2023-10-05 02:15:00,2023-10-05 03:15:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-05 02:30:00,2023-10-05 03:30:00,S1_ParkRow_path_RHS_uob001,in,3
2023-10-05 02:30:00,2023-10-05 03:30:00,S1_ParkRow_path_RHS_uob001,out,3
2023-10-05 02:45:00,2023-10-05 03:45:00,S1_ParkRow_path_RHS_uob001,in,3
2023-10-05 02:45:00,2023-10-05 03:45:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-05 03:00:00,2023-10-05 04:00:00,S1_ParkRow_path_RHS_uob001,in,2
2023-10-05 03:00:00,2023-10-05 04:00:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-05 03:15:00,2023-10-05 04:15:00,S1_ParkRow_path_RHS_uob001,in,0
2023-10-05 03:15:00,2023-10-05 04:15:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-05 03:30:00,2023-10-05 04:30:00,S1_ParkRow_path_RHS_uob001,in,0
2023-10-05 03:30:00,2023-10-05 04:30:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-05 03:45:00,2023-10-05 04:45:00,S1_ParkRow_path_RHS_uob001,in,1
2023-10-05 03:45:00,2023-10-05 04:45:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-05 04:00:00,2023-10-05 05:00:00,S1_ParkRow_path_RHS_uob001,in,1
2023-10-05 04:00:00,2023-10-05 05:00:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-05 04:15:00,2023-10-05 05:15:00,S1_ParkRow_path_RHS_uob001,in,0
2023-10-05 04:15:00,2023-10-05 05:15:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-05 04:30:00,2023-10-05 05:30:00,S1_ParkRow_path_RHS_uob001,in,2
2023-10-05 04:30:00,2023-10-05 05:30:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-05 04:45:00,2023-10-05 05:45:00,S1_ParkRow_path_RHS_uob001,in,0
2023-10-05 04:45:00,2023-10-05 05:45:00,S1_ParkRow_path_RHS_uob001,out,1
2023-10-05 05:00:00,2023-10-05 06:00:00,S1_ParkRow_path_RHS_uob001,in,2
2023-10-05 05:00:00,2023-10-05 06:00:00,S1_ParkRow_path_RHS_uob001,out,2
2023-10-05 05:15:00,2023-10-05 06:15:00,S1_ParkRow_path_RHS_uob001,in,3
2023-10-05 05:15:00,2023-10-05 06:15:00,S1_ParkRow_path_RHS_uob001,out,2
2023-10-05 05:30:00,2023-10-05 06:30:00,S1_ParkRow_path_RHS_uob001,in,8
2023-10-05 05:30:00,2023-10-05 06:30:00,S1_ParkRow_path_RHS_uob001,out,6
2023-10-05 05:45:00,2023-10-05 06:45:00,S1_ParkRow_path_RHS_uob001,in,5
2023-10-05 05:45:00,2023-10-05 06:45:00,S1_ParkRow_path_RHS_uob001,out,3
2023-10-05 06:00:00,2023-10-05 07:00:00,S1_ParkRow_path_RHS_uob001,in,8
2023-10-05 06:00:00,2023-10-05 07:00:00,S1_ParkRow_path_RHS_uob001,out,3
2023-10-05 06:15:00,2023-10-05 07:15:00,S1_ParkRow_path_RHS_uob001,in,11
2023-10-05 06:15:00,2023-10-05 07:15:00,S1_ParkRow_path_RHS_uob001,out,13
2023-10-05 06:30:00,2023-10-05 07:30:00,S1_ParkRow_path_RHS_uob001,in,21
2023-10-05 06:30:00,2023-10-05 07:30:00,S1_ParkRow_path_RHS_uob001,out,14
2023-10-05 06:45:00,2023-10-05 07:45:00,S1_ParkRow_path_RHS_uob001,in,27
2023-10-05 06:45:00,2023-10-05 07:45:00,S1_ParkRow_path_RHS_uob001,out,16
2023-10-05 07:00:00,2023-10-05 08:00:00,S1_ParkRow_path_RHS_uob001,in,30
2023-10-05 07:00:00,2023-10-05 08:00:00,S1_ParkRow_path_RHS_uob001,out,34
2023-10-05 07:15:00,2023-10-05 08:15:00,S1_ParkRow_path_RHS_uob001,in,38
2023-10-05 07:15:00,2023-10-05 08:15:00,S1_ParkRow_path_RHS_uob001,out,49
2023-10-05 07:30:00,2023-10-05 08:30:00,S1_ParkRow_path_RHS_uob001,in,35
2023-10-05 07:30:00,2023-10-05 08:30:00,S1_ParkRow_path_RHS_uob001,out,255
2023-10-05 07:45:00,2023-10-05 08:45:00,S1_ParkRow_path_RHS_uob001,in,25
2023-10-05 07:45:00,2023-10-05 08:45:00,S1_ParkRow_path_RHS_uob001,out,346
2023-10-05 08:00:00,2023-10-05 09:00:00,S1_ParkRow_path_RHS_uob001,in,15
2023-10-05 08:00:00,2023-10-05 09:00:00,S1_ParkRow_path_RHS_uob001,out,71
2023-10-05 08:15:00,2023-10-05 09:15:00,S1_ParkRow_path_RHS_uob001,in,22
2023-10-05 08:15:00,2023-10-05 09:15:00,S1_ParkRow_path_RHS_uob001,out,69
2023-10-05 08:30:00,2023-10-05 09:30:00,S1_ParkRow_path_RHS_uob001,in,18
2023-10-05 08:30:00,2023-10-05 09:30:00,S1_ParkRow_path_RHS_uob001,out,171
2023-10-05 08:45:00,2023-10-05 09:45:00,S1_ParkRow_path_RHS_uob001,in,42
2023-10-05 08:45:00,2023-10-05 09:45:00,S1_ParkRow_path_RHS_uob001,out,242
2023-10-05 09:00:00,2023-10-05 10:00:00,S1_ParkRow_path_RHS_uob001,in,87
2023-10-05 09:00:00,2023-10-05 10:00:00,S1_ParkRow_path_RHS_uob001,out,45
2023-10-05 09:15:00,2023-10-05 10:15:00,S1_ParkRow_path_RHS_uob001,in,27
2023-10-05 09:15:00,2023-10-05 10:15:00,S1_ParkRow_path_RHS_uob001,out,61
2023-10-05 09:30:00,2023-10-05 10:30:00,S1_ParkRow_path_RHS_uob001,in,33
2023-10-05 09:30:00,2023-10-05 10:30:00,S1_ParkRow_path_RHS_uob001,out,219
2023-10-05 09:45:00,2023-10-05 10:45:00,S1_ParkRow_path_RHS_uob001,in,84
2023-10-05 09:45:00,2023-10-05 10:45:00,S1_ParkRow_path_RHS_uob001,out,249
2023-10-05 10:00:00,2023-10-05 11:00:00,S1_ParkRow_path_RHS_uob001,in,144
2023-10-05 10:00:00,2023-10-05 11:00:00,S1_ParkRow_path_RHS_uob001,out,47
2023-10-05 10:15:00,2023-10-05 11:15:00,S1_ParkRow_path_RHS_uob001,in,35
2023-10-05 10:15:00,2023-10-05 11:15:00,S1_ParkRow_path_RHS_uob001,out,37
2023-10-05 10:30:00,2023-10-05 11:30:00,S1_ParkRow_path_RHS_uob001,in,44
2023-10-05 10:30:00,2023-10-05 11:30:00,S1_ParkRow_path_RHS_uob001,out,112
2023-10-05 10:45:00,2023-10-05 11:45:00,S1_ParkRow_path_RHS_uob001,in,74
2023-10-05 10:45:00,2023-10-05 11:45:00,S1_ParkRow_path_RHS_uob001,out,115
2023-10-05 11:00:00,2023-10-05 12:00:00,S1_ParkRow_path_RHS_uob001,in,107
2023-10-05 11:00:00,2023-10-05 12:00:00,S1_ParkRow_path_RHS_uob001,out,41
2023-10-05 11:15:00,2023-10-05 12:15:00,S1_ParkRow_path_RHS_uob001,in,69
2023-10-05 11:15:00,2023-10-05 12:15:00,S1_ParkRow_path_RHS_uob001,out,48
2023-10-05 11:30:00,2023-10-05 12:30:00,S1_ParkRow_path_RHS_uob001,in,52
2023-10-05 11:30:00,2023-10-05 12:30:00,S1_ParkRow_path_RHS_uob001,out,135
2023-10-05 11:45:00,2023-10-05 12:45:00,S1_ParkRow_path_RHS_uob001,in,123
2023-10-05 11:45:00,2023-10-05 12:45:00,S1_ParkRow_path_RHS_uob001,out,154
2023-10-05 12:00:00,2023-10-05 13:00:00,S1_ParkRow_path_RHS_uob001,in,194
2023-10-05 12:00:00,2023-10-05 13:00:00,S1_ParkRow_path_RHS_uob001,out,46
2023-10-05 12:15:00,2023-10-05 13:15:00,S1_ParkRow_path_RHS_uob001,in,70
2023-10-05 12:15:00,2023-10-05 13:15:00,S1_ParkRow_path_RHS_uob001,out,45
2023-10-05 12:30:00,2023-10-05 13:30:00,S1_ParkRow_path_RHS_uob001,in,50
2023-10-05 12:30:00,2023-10-05 13:30:00,S1_ParkRow_path_RHS_uob001,out,166
2023-10-05 12:45:00,2023-10-05 13:45:00,S1_ParkRow_path_RHS_uob001,in,79
2023-10-05 12:45:00,2023-10-05 13:45:00,S1_ParkRow_path_RHS_uob001,out,177
2023-10-05 13:00:00,2023-10-05 14:00:00,S1_ParkRow_path_RHS_uob001,in,155
2023-10-05 13:00:00,2023-10-05 14:00:00,S1_ParkRow_path_RHS_uob001,out,23
2023-10-05 13:15:00,2023-10-05 14:15:00,S1_ParkRow_path_RHS_uob001,in,67
2023-10-05 13:15:00,2023-10-05 14:15:00,S1_ParkRow_path_RHS_uob001,out,31
2023-10-05 13:30:00,2023-10-05 14:30:00,S1_ParkRow_path_RHS_uob001,in,66
2023-10-05 13:30:00,2023-10-05 14:30:00,S1_ParkRow_path_RHS_uob001,out,81
2023-10-05 13:45:00,2023-10-05 14:45:00,S1_ParkRow_path_RHS_uob001,in,121
2023-10-05 13:45:00,2023-10-05 14:45:00,S1_ParkRow_path_RHS_uob001,out,98
2023-10-05 14:00:00,2023-10-05 15:00:00,S1_ParkRow_path_RHS_uob001,in,233
2023-10-05 14:00:00,2023-10-05 15:00:00,S1_ParkRow_path_RHS_uob001,out,46
2023-10-05 14:15:00,2023-10-05 15:15:00,S1_ParkRow_path_RHS_uob001,in,80
2023-10-05 14:15:00,2023-10-05 15:15:00,S1_ParkRow_path_RHS_uob001,out,41
2023-10-05 14:30:00,2023-10-05 15:30:00,S1_ParkRow_path_RHS_uob001,in,86
2023-10-05 14:30:00,2023-10-05 15:30:00,S1_ParkRow_path_RHS_uob001,out,95
2023-10-05 14:45:00,2023-10-05 15:45:00,S1_ParkRow_path_RHS_uob001,in,154
2023-10-05 14:45:00,2023-10-05 15:45:00,S1_ParkRow_path_RHS_uob001,out,64
2023-10-05 15:00:00,2023-10-05 16:00:00,S1_ParkRow_path_RHS_uob001,in,300
2023-10-05 15:00:00,2023-10-05 16:00:00,S1_ParkRow_path_RHS_uob001,out,38
2023-10-05 15:15:00,2023-10-05 16:15:00,S1_ParkRow_path_RHS_uob001,in,112
2023-10-05 15:15:00,2023-10-05 16:15:00,S1_ParkRow_path_RHS_uob001,out,53
2023-10-05 15:30:00,2023-10-05 16:30:00,S1_ParkRow_path_RHS_uob001,in,126
2023-10-05 15:30:00,2023-10-05 16:30:00,S1_ParkRow_path_RHS_uob001,out,49
2023-10-05 15:45:00,2023-10-05 16:45:00,S1_ParkRow_path_RHS_uob001,in,241
2023-10-05 15:45:00,2023-10-05 16:45:00,S1_ParkRow_path_RHS_uob001,out,50
2023-10-05 16:00:00,2023-10-05 17:00:00,S1_ParkRow_path_RHS_uob001,in,312
2023-10-05 16:00:00,2023-10-05 17:00:00,S1_ParkRow_path_RHS_uob001,out,57
2023-10-05 16:15:00,2023-10-05 17:15:00,S1_ParkRow_path_RHS_uob001,in,114
2023-10-05 16:15:00,2023-10-05 17:15:00,S1_ParkRow_path_RHS_uob001,out,46
2023-10-05 16:30:00,2023-10-05 17:30:00,S1_ParkRow_path_RHS_uob001,in,96
2023-10-05 16:30:00,2023-10-05 17:30:00,S1_ParkRow_path_RHS_uob001,out,48
2023-10-05 16:45:00,2023-10-05 17:45:00,S1_ParkRow_path_RHS_uob001,in,113
2023-10-05 16:45:00,2023-10-05 17:45:00,S1_ParkRow_path_RHS_uob001,out,51
2023-10-05 17:00:00,2023-10-05 18:00:00,S1_ParkRow_path_RHS_uob001,in,193
2023-10-05 17:00:00,2023-10-05 18:00:00,S1_ParkRow_path_RHS_uob001,out,42
2023-10-05 17:15:00,2023-10-05 18:15:00,S1_ParkRow_path_RHS_uob001,in,73
2023-10-05 17:15:00,2023-10-05 18:15:00,S1_ParkRow_path_RHS_uob001,out,32
2023-10-05 17:30:00,2023-10-05 18:30:00,S1_ParkRow_path_RHS_uob001,in,69
2023-10-05 17:30:00,2023-10-05 18:30:00,S1_ParkRow_path_RHS_uob001,out,34
2023-10-05 17:45:00,2023-10-05 18:45:00,S1_ParkRow_path_RHS_uob001,in,71
2023-10-05 17:45:00,2023-10-05 18:45:00,S1_ParkRow_path_RHS_uob001,out,37
2023-10-05 18:00:00,2023-10-05 19:00:00,S1_ParkRow_path_RHS_uob001,in,45
2023-10-05 18:00:00,2023-10-05 19:00:00,S1_ParkRow_path_RHS_uob001,out,19
2023-10-05 18:15:00,2023-10-05 19:15:00,S1_ParkRow_path_RHS_uob001,in,29
2023-10-05 18:15:00,2023-10-05 19:15:00,S1_ParkRow_path_RHS_uob001,out,23
2023-10-05 18:30:00,2023-10-05 19:30:00,S1_ParkRow_path_RHS_uob001,in,50
2023-10-05 18:30:00,2023-10-05 19:30:00,S1_ParkRow_path_RHS_uob001,out,12
2023-10-05 18:45:00,2023-10-05 19:45:00,S1_ParkRow_path_RHS_uob001,in,22
2023-10-05 18:45:00,2023-10-05 19:45:00,S1_ParkRow_path_RHS_uob001,out,12
2023-10-05 19:00:00,2023-10-05 20:00:00,S1_ParkRow_path_RHS_uob001,in,25
2023-10-05 19:00:00,2023-10-05 20:00:00,S1_ParkRow_path_RHS_uob001,out,22
2023-10-05 19:15:00,2023-10-05 20:15:00,S1_ParkRow_path_RHS_uob001,in,28
2023-10-05 19:15:00,2023-10-05 20:15:00,S1_ParkRow_path_RHS_uob001,out,14
2023-10-05 19:30:00,2023-10-05 20:30:00,S1_ParkRow_path_RHS_uob001,in,20
2023-10-05 19:30:00,2023-10-05 20:30:00,S1_ParkRow_path_RHS_uob001,out,13
2023-10-05 19:45:00,2023-10-05 20:45:00,S1_ParkRow_path_RHS_uob001,in,29
2023-10-05 19:45:00,2023-10-05 20:45:00,S1_ParkRow_path_RHS_uob001,out,29
2023-10-05 20:00:00,2023-10-05 21:00:00,S1_ParkRow_path_RHS_uob001,in,33
2023-10-05 20:00:00,2023-10-05 21:00:00,S1_ParkRow_path_RHS_uob001,out,10
2023-10-05 20:15:00,2023-10-05 21:15:00,S1_ParkRow_path_RHS_uob001,in,26
2023-10-05 20:15:00,2023-10-05 21:15:00,S1_ParkRow_path_RHS_uob001,out,6
2023-10-05 20:30:00,2023-10-05 21:30:00,S1_ParkRow_path_RHS_uob001,in,10
2023-10-05 20:30:00,2023-10-05 21:30:00,S1_ParkRow_path_RHS_uob001,out,8
2023-10-05 20:45:00,2023-10-05 21:45:00,S1_ParkRow_path_RHS_uob001,in,30
2023-10-05 20:45:00,2023-10-05 21:45:00,S1_ParkRow_path_RHS_uob001,out,17
2023-10-05 21:00:00,2023-10-05 22:00:00,S1_ParkRow_path_RHS_uob001,in,19
2023-10-05 21:00:00,2023-10-05 22:00:00,S1_ParkRow_path_RHS_uob001,out,7
2023-10-05 21:15:00,2023-10-05 22:15:00,S1_ParkRow_path_RHS_uob001,in,18
2023-10-05 21:15:00,2023-10-05 22:15:00,S1_ParkRow_path_RHS_uob001,out,9
2023-10-05 21:30:00,2023-10-05 22:30:00,S1_ParkRow_path_RHS_uob001,in,6
2023-10-05 21:30:00,2023-10-05 22:30:00,S1_ParkRow_path_RHS_uob001,out,12
2023-10-05 21:45:00,2023-10-05 22:45:00,S1_ParkRow_path_RHS_uob001,in,13
2023-10-05 21:45:00,2023-10-05 22:45:00,S1_ParkRow_path_RHS_uob001,out,11
2023-10-05 22:00:00,2023-10-05 23:00:00,S1_ParkRow_path_RHS_uob001,in,13
2023-10-05 22:00:00,2023-10-05 23:00:00,S1_ParkRow_path_RHS_uob001,out,4
2023-10-05 22:15:00,2023-10-05 23:15:00,S1_ParkRow_path_RHS_uob001,in,11
2023-10-05 22:15:00,2023-10-05 23:15:00,S1_ParkRow_path_RHS_uob001,out,4
2023-10-05 22:30:00,2023-10-05 23:30:00,S1_ParkRow_path_RHS_uob001,in,12
2023-10-05 22:30:00,2023-10-05 23:30:00,S1_ParkRow_path_RHS_uob001,out,7
2023-10-05 22:45:00,2023-10-05 23:45:00,S1_ParkRow_path_RHS_uob001,in,9
2023-10-05 22:45:00,2023-10-05 23:45:00,S1_ParkRow_path_RHS_uob001,out,5
2023-10-05 23:00:00,2023-10-06 00:00:00,S1_ParkRow_path_RHS_uob001,in,6
2023-10-05 23:00:00,2023-10-06 00:00:00,S1_ParkRow_path_RHS_uob001,out,5
2023-10-05 23:15:00,2023-10-06 00:15:00,S1_ParkRow_path_RHS_uob001,in,6
2023-10-05 23:15:00,2023-10-06 00:15:00,S1_ParkRow_path_RHS_uob001,out,7
2023-10-05 23:30:00,2023-10-06 00:30:00,S1_ParkRow_path_RHS_uob001,in,4
2023-10-05 23:30:00,2023-10-06 00:30:00,S1_ParkRow_path_RHS_uob001,out,3
2023-10-05 23:45:00,2023-10-06 00:45:00,S1_ParkRow_path_RHS_uob001,in,4
2023-10-05 23:45:00,2023-10-06 00:45:00,S1_ParkRow_path_RHS_uob001,out,6
2023-10-06 00:00:00,2023-10-06 01:00:00,S1_ParkRow_path_RHS_uob001,in,3
2023-10-06 00:00:00,2023-10-06 01:00:00,S1_ParkRow_path_RHS_uob001,out,1
2023-10-06 00:15:00,2023-10-06 01:15:00,S1_ParkRow_path_RHS_uob001,in,3
2023-10-06 00:15:00,2023-10-06 01:15:00,S1_ParkRow_path_RHS_uob001,out,2
2023-10-06 00:30:00,2023-10-06 01:30:00,S1_ParkRow_path_RHS_uob001,in,5
2023-10-06 00:30:00,2023-10-06 01:30:00,S1_ParkRow_path_RHS_uob001,out,1
2023-10-06 00:45:00,2023-10-06 01:45:00,S1_ParkRow_path_RHS_uob001,in,7
2023-10-06 00:45:00,2023-10-06 01:45:00,S1_ParkRow_path_RHS_uob001,out,2
2023-10-06 01:00:00,2023-10-06 02:00:00,S1_ParkRow_path_RHS_uob001,in,2
2023-10-06 01:00:00,2023-10-06 02:00:00,S1_ParkRow_path_RHS_uob001,out,3
2023-10-06 01:15:00,2023-10-06 02:15:00,S1_ParkRow_path_RHS_uob001,in,4
2023-10-06 01:15:00,2023-10-06 02:15:00,S1_ParkRow_path_RHS_uob001,out,4
2023-10-06 01:30:00,2023-10-06 02:30:00,S1_ParkRow_path_RHS_uob001,in,2
2023-10-06 01:30:00,2023-10-06 02:30:00,S1_ParkRow_path_RHS_uob001,out,3
2023-10-06 01:45:00,2023-10-06 02:45:00,S1_ParkRow_path_RHS_uob001,in,3
2023-10-06 01:45:00,2023-10-06 02:45:00,S1_ParkRow_path_RHS_uob001,out,2
2023-10-06 02:00:00,2023-10-06 03:00:00,S1_ParkRow_path_RHS_uob001,in,1
2023-10-06 02:00:00,2023-10-06 03:00:00,S1_ParkRow_path_RHS_uob001,out,1
2023-10-06 02:15:00,2023-10-06 03:15:00,S1_ParkRow_path_RHS_uob001,in,8
2023-10-06 02:15:00,2023-10-06 03:15:00,S1_ParkRow_path_RHS_uob001,out,1
2023-10-06 02:30:00,2023-10-06 03:30:00,S1_ParkRow_path_RHS_uob001,in,6
2023-10-06 02:30:00,2023-10-06 03:30:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-06 02:45:00,2023-10-06 03:45:00,S1_ParkRow_path_RHS_uob001,in,5
2023-10-06 02:45:00,2023-10-06 03:45:00,S1_ParkRow_path_RHS_uob001,out,1
2023-10-06 03:00:00,2023-10-06 04:00:00,S1_ParkRow_path_RHS_uob001,in,1
2023-10-06 03:00:00,2023-10-06 04:00:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-06 03:15:00,2023-10-06 04:15:00,S1_ParkRow_path_RHS_uob001,in,3
2023-10-06 03:15:00,2023-10-06 04:15:00,S1_ParkRow_path_RHS_uob001,out,1
2023-10-06 03:30:00,2023-10-06 04:30:00,S1_ParkRow_path_RHS_uob001,in,0
2023-10-06 03:30:00,2023-10-06 04:30:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-06 03:45:00,2023-10-06 04:45:00,S1_ParkRow_path_RHS_uob001,in,0
2023-10-06 03:45:00,2023-10-06 04:45:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-06 04:00:00,2023-10-06 05:00:00,S1_ParkRow_path_RHS_uob001,in,1
2023-10-06 04:00:00,2023-10-06 05:00:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-06 04:15:00,2023-10-06 05:15:00,S1_ParkRow_path_RHS_uob001,in,1
2023-10-06 04:15:00,2023-10-06 05:15:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-06 04:30:00,2023-10-06 05:30:00,S1_ParkRow_path_RHS_uob001,in,1
2023-10-06 04:30:00,2023-10-06 05:30:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-06 04:45:00,2023-10-06 05:45:00,S1_ParkRow_path_RHS_uob001,in,2
2023-10-06 04:45:00,2023-10-06 05:45:00,S1_ParkRow_path_RHS_uob001,out,2
2023-10-06 05:00:00,2023-10-06 06:00:00,S1_ParkRow_path_RHS_uob001,in,1
2023-10-06 05:00:00,2023-10-06 06:00:00,S1_ParkRow_path_RHS_uob001,out,2
2023-10-06 05:15:00,2023-10-06 06:15:00,S1_ParkRow_path_RHS_uob001,in,0
2023-10-06 05:15:00,2023-10-06 06:15:00,S1_ParkRow_path_RHS_uob001,out,0
2023-10-06 05:30:00,2023-10-06 06:30:00,S1_ParkRow_path_RHS_uob001,in,11
2023-10-06 05:30:00,2023-10-06 06:30:00,S1_ParkRow_path_RHS_uob001,out,1
2023-10-06 05:45:00,2023-10-06 06:45:00,S1_ParkRow_path_RHS_uob001,in,10
2023-10-06 05:45:00,2023-10-06 06:45:00,S1_ParkRow_path_RHS_uob001,out,7
2023-10-06 06:00:00,2023-10-06 07:00:00,S1_ParkRow_path_RHS_uob001,in,6
2023-10-06 06:00:00,2023-10-06 07:00:00,S1_ParkRow_path_RHS_uob001,out,5
2023-10-06 06:15:00,2023-10-06 07:15:00,S1_ParkRow_path_RHS_uob001,in,10
2023-10-06 06:15:00,2023-10-06 07:15:00,S1_ParkRow_path_RHS_uob001,out,12
2023-10-06 06:30:00,2023-10-06 07:30:00,S1_ParkRow_path_RHS_uob001,in,13
2023-10-06 06:30:00,2023-10-06 07:30:00,S1_ParkRow_path_RHS_uob001,out,16
2023-10-06 06:45:00,2023-10-06 07:45:00,S1_ParkRow_path_RHS_uob001,in,20
2023-10-06 06:45:00,2023-10-06 07:45:00,S1_ParkRow_path_RHS_uob001,out,28
2023-10-06 07:00:00,2023-10-06 08:00:00,S1_ParkRow_path_RHS_uob001,in,29
2023-10-06 07:00:00,2023-10-06 08:00:00,S1_ParkRow_path_RHS_uob001,out,18
2023-10-06 07:15:00,2023-10-06 08:15:00,S1_ParkRow_path_RHS_uob001,in,26
2023-10-06 07:15:00,2023-10-06 08:15:00,S1_ParkRow_path_RHS_uob001,out,39
2023-10-06 07:30:00,2023-10-06 08:30:00,S1_ParkRow_path_RHS_uob001,in,34
2023-10-06 07:30:00,2023-10-06 08:30:00,S1_ParkRow_path_RHS_uob001,out,221
2023-10-06 07:45:00,2023-10-06 08:45:00,S1_ParkRow_path_RHS_uob001,in,48
2023-10-06 07:45:00,2023-10-06 08:45:00,S1_ParkRow_path_RHS_uob001,out,237
